unit_number,card_type,eponym,name,normal_card_id,rank_max_card_id,normal_unit_navi_asset_id,rank_max_unit_navi_asset_id,rarity,card_color,smile_max,pure_max,cool_max,center_skill_description,skill_effect_type,skill_type_name,skill_lv_8_description,skill_lv_max_description
1232,1,綺麗なお姉さん,松浦果南,4956,4957,2265,2266,4,1,5340,4510,4060,スマイルPが9%UPする＋AZALEAのメンバーはさらにスマイルPが6%UPする,5,判定強化・大,リズムアイコン17個ごとに50%の確率で判定が8.5秒間強化される,リズムアイコン17個ごとに50%の確率で判定が18.2秒間強化される
1233,1,None,綾小路姫乃,4958,4959,2267,2268,1,3,570,990,2250,,,,,
1234,1,いつだって果南ちゃん,高海千歌,4960,4961,2269,2270,3,3,3540,3860,4770,クールPが6%UPする,11,SCOREアップ,コンボ24を達成するごとに57%の確率でスコアが740増える,コンボ24を達成するごとに57%の確率でスコアが1140増える
1235,1,目が離せない子,松浦果南,4962,4963,2271,2272,3,2,4030,4820,3330,ピュアPが6%UPする,5,判定強化・大,リズムアイコン24個ごとに61%の確率で判定が6.5秒間強化される,リズムアイコン24個ごとに61%の確率で判定が9.3秒間強化される
1236,1,オススメはね,南ことり,4964,4965,2273,2274,3,1,4890,4310,3080,スマイルPが6%UPする,11,SCOREアップ,PERFECTを25回達成するごとに60%の確率でスコアが775増える,PERFECTを25回達成するごとに60%の確率でスコアが1270増える
1237,1,紅茶のアイス,東條希,4966,4967,2275,2276,4,3,3910,4710,5330,ピュアPの12%分クールPがUPする＋lily whiteのメンバーはさらにクールPが6%UPする,9,体力回復,リズムアイコン23個ごとに75%の確率で体力が7回復する,リズムアイコン23個ごとに75%の確率で体力が23回復する
1238,1,None,多々良るう,4977,4978,2286,2287,1,3,900,790,2800,,,,,
1239,1,None,高海千歌,4979,4980,2288,2289,2,1,4020,2160,1820,スマイルPが3%UPする,9,体力回復,コンボ17を達成するごとに50%の確率で体力が3回復する,コンボ17を達成するごとに50%の確率で体力が3回復する
1240,1,None,桜内梨子,4981,4982,2290,2291,2,1,3940,1850,2200,スマイルPが3%UPする,4,判定強化・小,リズムアイコン20個ごとに50%の確率で判定が5.5秒間少し強化される,リズムアイコン20個ごとに50%の確率で判定が5.9秒間少し強化される
1241,1,None,松浦果南,4983,4984,2292,2293,2,1,3860,2340,1780,スマイルPが3%UPする,11,SCOREアップ,コンボ17を達成するごとに50%の確率でスコアが400増える,コンボ17を達成するごとに50%の確率でスコアが440増える
1242,1,None,黒澤ダイヤ,4985,4986,2294,2295,2,1,3950,1810,2230,スマイルPが3%UPする,4,判定強化・小,リズムアイコン20個ごとに50%の確率で判定が5.5秒間少し強化される,リズムアイコン20個ごとに50%の確率で判定が5.9秒間少し強化される
1243,1,None,渡辺曜,4987,4988,2296,2297,2,1,3850,2320,1810,スマイルPが3%UPする,11,SCOREアップ,コンボ17を達成するごとに50%の確率でスコアが400増える,コンボ17を達成するごとに50%の確率でスコアが440増える
1244,1,None,津島善子,4989,4990,2298,2299,2,1,3960,1880,2150,スマイルPが3%UPする,4,判定強化・小,リズムアイコン20個ごとに50%の確率で判定が5.5秒間少し強化される,リズムアイコン20個ごとに50%の確率で判定が5.9秒間少し強化される
1245,1,None,国木田花丸,4991,4992,2300,2301,2,1,4030,2160,1810,スマイルPが3%UPする,9,体力回復,コンボ17を達成するごとに50%の確率で体力が3回復する,コンボ17を達成するごとに50%の確率で体力が3回復する
1246,1,None,小原鞠莉,4993,4994,2302,2303,2,1,4040,1820,2140,スマイルPが3%UPする,9,体力回復,コンボ17を達成するごとに50%の確率で体力が3回復する,コンボ17を達成するごとに50%の確率で体力が3回復する
1247,1,None,黒澤ルビィ,4995,4996,2304,2305,2,1,3850,2310,1820,スマイルPが3%UPする,11,SCOREアップ,コンボ17を達成するごとに50%の確率でスコアが400増える,コンボ17を達成するごとに50%の確率でスコアが440増える
1248,1,見える景色,高海千歌,4997,4998,2306,2307,3,2,4220,4960,3190,ピュアPが6%UPする,5,判定強化・大,リズムアイコン22個ごとに63%の確率で判定が6秒間強化される,リズムアイコン22個ごとに63%の確率で判定が8.6秒間強化される
1249,1,類い希なる才能,黒澤ダイヤ,4999,5000,2308,2309,3,1,4980,3190,4210,スマイルPが6%UPする,9,体力回復,リズムアイコン16個ごとに31%の確率で体力が6回復する,リズムアイコン16個ごとに31%の確率で体力が9回復する
1250,1,堕天のナイフ,津島善子,5001,5002,2310,2311,5,3,3630,4220,5100,クールPが7%UPする＋1年生のメンバーはさらにクールPが2%UPする,11,SCOREアップ,リズムアイコン24個ごとに62%の確率でスコアが1735増える,リズムアイコン24個ごとに62%の確率でスコアが3980増える
1251,1,ルビィのひとりだち,黒澤ルビィ,5003,5004,2312,2313,4,3,4230,4380,5340,クールPが9%UPする＋CYaRon！のメンバーはさらにクールPが6%UPする,9,体力回復,リズムアイコン25個ごとに66%の確率で体力が9回復する,リズムアイコン25個ごとに66%の確率で体力が28回復する
1252,1,None,志賀仁美,5005,5006,2314,2315,1,1,2300,760,540,,,,,
1253,1,ロックになりきれ☆,南ことり,5007,5008,2316,2317,3,3,3920,3480,4760,クールPが6%UPする,11,SCOREアップ,コンボ21を達成するごとに50%の確率でスコアが660増える,コンボ21を達成するごとに50%の確率でスコアが1155増える
1254,1,ロックな振り付け,小泉花陽,5009,5010,2318,2319,3,2,3400,4810,3970,ピュアPが6%UPする,5,判定強化・大,リズムアイコン27個ごとに55%の確率で判定が7.5秒間強化される,リズムアイコン27個ごとに55%の確率で判定が11.8秒間強化される
1255,1,おいしいですよね？,小泉花陽,5011,5012,2320,2321,3,3,3110,4280,4910,クールPが6%UPする,11,SCOREアップ,リズムアイコン31個ごとに57%の確率でスコアが815増える,リズムアイコン31個ごとに57%の確率でスコアが1360増える
1256,1,真姫のアイス,西木野真姫,5013,5014,2322,2323,5,1,5100,3540,4220,スマイルPが7%UPする＋BiBiのメンバーはさらにスマイルPが2%UPする,11,SCOREアップ,コンボ20を達成するごとに60%の確率でスコアが1650増える,コンボ20を達成するごとに60%の確率でスコアが3730増える
1257,1,None,篠宮あきる,5015,5016,2324,2325,1,1,2840,1050,680,,,,,
1258,1,あの夏この夏,桜内梨子,5017,5018,2326,2327,3,2,3070,4980,4330,ピュアPが6%UPする,9,体力回復,リズムアイコン17個ごとに38%の確率で体力が5回復する,リズムアイコン17個ごとに38%の確率で体力が8回復する
1259,1,青い世界,松浦果南,5019,5020,2328,2329,3,3,3110,4290,4970,クールPが6%UPする,5,判定強化・大,リズムアイコン28個ごとに73%の確率で判定が6.5秒間強化される,リズムアイコン28個ごとに73%の確率で判定が9.5秒間強化される
1260,1,ご注文をどうぞ,黒澤ルビィ,5021,5022,2330,2331,3,1,4900,4220,3160,スマイルPが6%UPする,11,SCOREアップ,PERFECTを21回達成するごとに56%の確率でスコアが745増える,PERFECTを21回達成するごとに56%の確率でスコアが1135増える
1261,1,波音を聴きながら,国木田花丸,5023,5024,2332,2333,5,1,5170,4490,3270,スマイルPが7%UPする＋1年生のメンバーはさらにスマイルPが2%UPする,9,体力回復,リズムアイコン20個ごとに51%の確率で体力が7回復する,リズムアイコン20個ごとに51%の確率で体力が14回復する
1262,1,渚の堕天使,津島善子,5025,5026,2334,2335,4,3,4250,4300,5350,クールPが9%UPする＋Guilty KissのメンバーはさらにクールPが6%UPする,11,SCOREアップ,コンボ21を達成するごとに65%の確率でスコアが3170増える,コンボ21を達成するごとに65%の確率でスコアが9910増える
1263,1,None,黒羽咲夜,5027,5028,2336,2337,1,1,2320,540,950,,,,,
1264,1,海の音,桜内梨子,5029,5030,2338,2339,3,3,3280,4130,4760,クールPが6%UPする,11,SCOREアップ,コンボ20を達成するごとに47%の確率でスコアが670増える,コンボ20を達成するごとに47%の確率でスコアが1170増える
1265,1,音探し,渡辺曜,5031,5032,2340,2341,3,2,3370,4820,3990,ピュアPが6%UPする,5,判定強化・大,リズムアイコン18個ごとに50%の確率で判定が6秒間強化される,リズムアイコン18個ごとに50%の確率で判定が8.5秒間強化される
1266,1,海賊団の冒険譚,高坂穂乃果,5033,5034,2342,2343,3,3,4180,3180,4930,クールPが6%UPする,11,SCOREアップ,コンボ22を達成するごとに49%の確率でスコアが850増える,コンボ22を達成するごとに49%の確率でスコアが1295増える
1267,1,突撃☆希海賊,東條希,5035,5036,2344,2345,3,2,4260,4970,3140,ピュアPが6%UPする,5,判定強化・大,リズムアイコン18個ごとに39%の確率で判定が7.5秒間強化される,リズムアイコン18個ごとに39%の確率で判定が11.5秒間強化される
1268,1,μ's海賊物語,絢瀬絵里,5037,5038,2346,2347,4,1,5320,3870,4700,スマイルPが9%UPする＋3年生のメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,PERFECTを18回達成するごとに58%の確率でスコアが3110増える,PERFECTを18回達成するごとに58%の確率でスコアが9775増える
1269,1,None,杉崎亜矢,5039,5040,2348,2349,1,1,1990,560,700,,,,,
1270,1,spicy summer,黒澤ダイヤ,5041,5042,2350,2351,3,2,3130,4890,4260,ピュアPが6%UPする,11,SCOREアップ,PERFECTを18回達成するごとに50%の確率でスコアが730増える,PERFECTを18回達成するごとに50%の確率でスコアが1085増える
1271,1,千客万来！,小原鞠莉,5043,5044,2352,2353,3,3,4280,3120,4970,クールPが6%UPする,5,判定強化・大,リズムアイコン19個ごとに56%の確率で判定が6秒間強化される,リズムアイコン19個ごとに56%の確率で判定が8.3秒間強化される
1272,1,ミラクルオーシャン,渡辺曜,5045,5046,2354,2355,5,2,4340,5100,3530,ピュアPが7%UPする＋CYaRon！のメンバーはさらにピュアPが2%UPする,11,SCOREアップ,リズムアイコン27個ごとに64%の確率でスコアが1870増える,リズムアイコン27個ごとに64%の確率でスコアが4360増える
1273,1,おいでませ海の家！,高海千歌,5047,5048,2356,2357,4,1,5340,4500,4070,スマイルPが9%UPする＋2年生のメンバーはさらにスマイルPが6%UPする,5,判定強化・大,リズムアイコン28個ごとに75%の確率で判定が9秒間強化される,リズムアイコン28個ごとに75%の確率で判定が20.4秒間強化される
1274,1,None,須田いるか,5049,5050,2358,2359,1,3,500,770,1930,,,,,
1275,1,飴細工,絢瀬絵里,5051,5052,2360,2361,3,2,3890,4810,3480,ピュアPが6%UPする,5,判定強化・大,リズムアイコン23個ごとに50%の確率で判定が7.5秒間強化される,リズムアイコン23個ごとに50%の確率で判定が10.9秒間強化される
1276,1,あなたと分けっこ,星空凛,5053,5054,2362,2363,3,3,3460,4030,4670,クールPが6%UPする,11,SCOREアップ,PERFECTを25回達成するごとに62%の確率でスコアが675増える,PERFECTを25回達成するごとに62%の確率でスコアが1105増える
1277,1,私にできること,小泉花陽,5055,5056,2364,2365,3,2,4330,4970,3080,ピュアPが6%UPする,9,体力回復,リズムアイコン30個ごとに64%の確率で体力が5回復する,リズムアイコン30個ごとに64%の確率で体力が8回復する
1278,1,必要な小道具,南ことり,5057,5058,2366,2367,5,3,3580,4280,5090,クールPが7%UPする＋PrintempsのメンバーはさらにクールPが2%UPする,11,SCOREアップ,リズムアイコン21個ごとに61%の確率でスコアが1585増える,リズムアイコン21個ごとに61%の確率でスコアが3500増える
1279,1,None,桐原優香,5059,5060,2368,2369,1,3,860,500,2000,,,,,
1280,1,フォーリン☆ワンダー,高海千歌,5061,5062,2370,2371,3,3,4220,3160,4910,クールPが6%UPする,11,SCOREアップ,コンボ20を達成するごとに50%の確率でスコアが755増える,コンボ20を達成するごとに50%の確率でスコアが1155増える
1281,1,不思議の味,国木田花丸,5063,5064,2372,2373,3,2,4230,4950,3170,ピュアPが6%UPする,5,判定強化・大,リズムアイコン23個ごとに50%の確率で判定が8秒間強化される,リズムアイコン23個ごとに50%の確率で判定が11.3秒間強化される
1282,1,ワンダーランド,小原鞠莉,5065,5066,2374,2375,3,1,4980,4290,3110,スマイルPが6%UPする,9,体力回復,リズムアイコン18個ごとに52%の確率で体力が4回復する,リズムアイコン18個ごとに52%の確率で体力が6回復する
1283,1,ワンダフルドリーム,黒澤ダイヤ,5067,5068,2376,2377,5,3,3550,4300,5100,クールPが7%UPする＋AZALEAのメンバーはさらにクールPが2%UPする,11,SCOREアップ,リズムアイコン23個ごとに60%の確率でスコアが1710増える,リズムアイコン23個ごとに60%の確率でスコアが3950増える
1284,1,うさぎを追って,渡辺曜,5069,5070,2378,2379,4,2,3970,5340,4640,ピュアPが9%UPする＋CYaRon！のメンバーはさらにピュアPが6%UPする,9,体力回復,リズムアイコン16個ごとに58%の確率で体力が7回復する,リズムアイコン16個ごとに58%の確率で体力が20回復する
1285,1,None,ラクシャータ,5071,5072,2380,2381,1,3,800,500,2360,,,,,
1286,1,月下の宴,津島善子,5073,5074,2382,2383,3,3,3540,3850,4770,クールPが6%UPする,11,SCOREアップ,リズムアイコン28個ごとに53%の確率でスコアが750増える,リズムアイコン28個ごとに53%の確率でスコアが1205増える
